title,company,location,salary,description,date_posted,apply_link
Consultant Data Warehouse ETL-Entwicklung (m/w/d),ISR Information Products AG,"Köln, Nordrhein-Westfalen",Confidential,"Dein Team Dein Team besteht aus sympathischen Entwickler:innen und Berater:innen, die sehr nah an der Technik arbeiten. Unser Ziel ist es, Analytics-Lösungen zu bauen, die den Kunden jederzeit Zugriff auf verlässliche Informationen geben, sodass sie damit die Geschäftsergebnisse messen, überwachen und beeinflussen können. Kurzum: Wir bauen die entscheidenden Systeme für unsere Kunden. Was wir von dir erwarten: Eine eigenverantwortliche und strukturierte Arbeitsweise und Begeisterung für Technik…",2025-02-20T02:22:00Z,https://www.adzuna.de/land/ad/5056984074?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=2B10D1E7759D3B98F7BEF8251028580A55A1EF77
"W2-Vertretungsprofessur Allgemeine Betriebswirtschaftslehre, insb. Personalmanagement, HR Data Science und KI",Hochschule Bielefeld,"Gellershagen, Bielefeld",Confidential,"Der Fachbereich Wirtschaft besetzt befristet für die Dauer von fünf Jahren eine Position als W2-Vertretungsprofessur Allgemeine Betriebswirtschaftslehre, insb. Personalmanagement, HR Data Science und KI IHRE AUFGABEN AN DER HSBI Sie übernehmen Lehrveranstaltungen in den Bereichen Allgemeine Betriebswirtschaftslehre, Personal­management, HR Data Science und Künstliche Intelligenz (KI). Für den Masterstudiengang Human Resource Management konzipieren Sie Veranstaltungen zu den Themen KI und Data S…",2025-11-03T14:14:48Z,https://www.adzuna.de/land/ad/5478204855?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=2C20DCBA9253D6D4B44190EA0F469CB641C85C2D
Financial Data Manager (m/w/d) Bilanzierung und Reporting,freenet DLS GmbH,"Büdelsdorf, Rendsburg-Eckernförde (Kreis)",Confidential,"Barrierefreiheit Gesundheitsvorsorge Gutes Miteinander Kantine Flexible Arbeitszeiten Mitarbeitervergünstigungen freenet bietet ein umfangreiches Portfolio rund um die Themen Mobilfunk, Internet und TV-Entertainment. Online sowie in rund 520 eigenen Shops erhält jeder Kunde die ideale Lösung für sein digitales Leben. Deutschlandweit beraten wir persönlich, unabhängig und individuell. Für unseren Standort Büdelsdorf suchen wir ab sofort tatkräftige Unterstützung in Vollzeit: Financial Data Manag…",2025-11-20T16:32:10Z,https://www.adzuna.de/land/ad/5505158278?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=089CCDD4CE05B00974F9745BB9B227CA8EC59975
Full professorship in Materials Process Informatics and Data-Driven Process Engineering,Research Alliance Ruhr / Universität Duisburg-Essen,"Dellviertel, Duisburg",Confidential,"As part of the Research Alliance, the Research Center Future Energy Materials and Systems (RC FEMS) invites applications for the following position at the Faculty of Engineering (Department of Mechanical and Process Engineering) at the University of Duisburg-Essen: Full professorship (W3 salary level as defined in the North Rhine-Westphalian regulations for the W salary range (Landesbesoldungsordnung W)) in Materials Process Informatics and Data-Driven Process Engineering The position is to be …",2025-11-05T19:20:56Z,https://www.adzuna.de/land/ad/5482537339?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=FDB0E1B2E7E2E9095D6CD23FD17F5E49191B1B17
Head of Data Analytics (m/w/d),LM IT Services AG ,"Osnabrück (Kreis), Niedersachsen",Confidential,"Abgeschlossenes Studium der (Wirtschafts-)Informatik oder vergleichbare Qualifikation. Mehrjährige Erfahrung in der Architektur von MS Azure oder AWS, ETL/ELT-Prozessen, Datenmodellierung und agilem Projektmanagement. Relevante Erfahrung in der Leitung von Projekten sowie ein gutes Gespür für Teamdynamik und -motivation. Sichere Deutschkenntnisse in Wort und Schrift. Kommunikativ, souverän auf Entscheider-Ebene und eigenständig sowie kundenorientiert. Lust, Innovationen voranzutreiben und Analy…",2025-11-20T19:56:10Z,https://www.adzuna.de/details/5505800455?utm_medium=api&utm_source=df8f6824
Dozent (w/m/d) für Data Science in Bonn,karriere tutor GmbH ,"Bonn, Nordrhein-Westfalen",Confidential,"Abgeschlossenes Studium im Bereich Informatik, Wirtschaftsinformatik, Statistik, Mathematik, BWL oder eine vergleichbare Qualifikation. Praxiserfahrung in der Daten- und Prozessanalyse mit Methoden- und Frameworkkenntnissen. Interesse an Datenbanken, Datenanalyse und Prozessmodellierung sowie die Fähigkeit, sich schnell in neue Trends einzuarbeiten. Didaktisches Gespür, Freude am Lehren und ausgeprägte kommunikative Stärke. Verhandlungssichere Deutschkenntnisse in Wort und Schrift. Bildung von …",2025-11-20T19:56:06Z,https://www.adzuna.de/details/5505800270?utm_medium=api&utm_source=df8f6824
Spezialist Azure Databricks (mwd),Vesterling AG,"Münster, Nordrhein-Westfalen",Confidential,"Als Spezialist Databricks sind Sie verantwortlich für die technische Konzeption, Bereitstellung und Weiterentwicklung der Data Management & Analytics Plattform. Unser Klient ist ein international erfolgreiches Handelsunternehmen mit zahlreichen Filialen in ganz Europa. Als dynamisches Unternehmen hat er in den vergangenen Jahren regelmäßig zusätzliche Marktanteile in Europa gewonnen. Zahlreiche Weiterbildungs- und Aufstiegsmöglichkeiten machen ihn zu einem interessanten Arbeitgeber. Vesterling …",2025-11-22T22:59:07Z,https://www.adzuna.de/land/ad/5509911116?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=FD17D4625C692A366DBFF31E0E69313BFCEDF0C5
Anwendungsberater MS SharePoint / M365 (mwd),Vesterling AG,"München, München (Kreis)",Confidential,"Beratung von regionalen Kunden in verschiedenen Anwendungsszenarien von MS SharePoint. Unser Klient ist ein IT-Beratungsunternehmen, das sich auf die Konzeption, Entwicklung und den Betrieb von Softwarelösungen auf Basis von Microsoft-Technologien konzentriert. Seine Mitarbeiter werden durch entsprechende Zertifizierungen immer auf den aktuellsten Stand der Technik gebracht. Vesterling zählt seit über 25 Jahren zu den führenden Personaldienstleistern im Technologiebereich. Die Schwerpunkte der …",2025-11-05T07:38:13Z,https://www.adzuna.de/land/ad/5481670506?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=F18939BFA7C328237A3AED3B92FE556AE658A585
Mitarbeiter Azure Databricks (mwd),Vesterling AG,"Münster, Nordrhein-Westfalen",Confidential,"Als Mitarbeiter Azure Databricks sind Sie mitverantwortlich für die technische Konzeption, Bereitstellung und Weiterentwicklung der Data Management & Analytics Plattform. Unser Klient ist ein international erfolgreiches Handelsunternehmen mit zahlreichen Filialen in ganz Europa. Als dynamisches Unternehmen hat er in den vergangenen Jahren regelmäßig zusätzliche Marktanteile in Europa gewonnen. Zahlreiche Weiterbildungs- und Aufstiegsmöglichkeiten machen ihn zu einem interessanten Arbeitgeber. V…",2025-11-23T10:55:21Z,https://www.adzuna.de/land/ad/5510256076?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=137DA50C467E98E3ACF18D61D3787EE65F563744
IT-Fachkraft für Data Platforms (m|w|d),Syna GmbH,"Eltville, Eltville am Rhein",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581390?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=D1AE0FD45B07EBD2603F8535BEEAC5978E966F98
IT-Spezialist Data Platforms (m|w|d),Syna GmbH,"Frankfurt am Main, Hessen",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581405?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=F9B9CE7A3004CA26DC01AC816DB556C751A724B2
IT-Spezialist Data Platforms (m|w|d),Syna GmbH,"Eltville, Eltville am Rhein",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581382?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=0E50A69254F76ECE54F97122B2DAAC5E85E966EB
IT-Fachkraft für Data Platforms (m|w|d),Syna GmbH,"Rheinmünster, Rastatt (Kreis)",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581415?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=1CFBF94ACD7D84F0A9A4236157A36B50506114D0
IT-Fachkraft für Data Platforms (m|w|d),Syna GmbH,"Frankfurt am Main, Hessen",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581421?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=73E500575908E061A304B97365C467CBC72F1D94
IT-Fachkraft für Data Platforms (m|w|d),Syna GmbH,"Pleidelsheim, Ludwigsburg (Kreis)",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581523?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=E72719CCA4905E164961DC4352880244B321B073
IT-Spezialist Data Platforms (m|w|d),Syna GmbH,"Rheinmünster, Rastatt (Kreis)",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581404?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=6B397951B236C308CC65F676908CBFA440C8F831
IT-Spezialist Data Platforms (m|w|d),Syna GmbH,"Bonefeld, Neuwied (Kreis)",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:39Z,https://www.adzuna.de/land/ad/5293581400?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=48A52749E62B541FA9048604C2E0F2F2B138FC5E
IT-Fachkraft für Data Platforms (m|w|d),Syna GmbH,"Bonefeld, Neuwied (Kreis)",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:38Z,https://www.adzuna.de/land/ad/5293581206?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=E809F703B27D49C2D81BCF1C9B507394FE6719E4
IT-Spezialist Data Platforms (m|w|d),Syna GmbH,"Pleidelsheim, Ludwigsburg (Kreis)",Confidential,"Hier bringst Du Deine Energie ein: Technologieverantwortung & Implementierung: Du übernimmst die Verantwortung für die Auswahl, Implementierung und Wartung von Technologien und Anwendungen in der Organisationseinheit Data Platforms. Projektumsetzung & Systemqualität: In mittleren bis großen Projekten setzt Du Lösungen eigenständig um und sorgst für eine hohe Systemqualität. Architekturentwicklung & Innovation: Gemeinsam mit Deinem Team entwickelst Du innovative Konzepte zur Optimierung und Weit…",2025-07-09T14:22:38Z,https://www.adzuna.de/land/ad/5293581302?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=55AA34127C45BA581E6530C506547AFA3E365406
Werkstudent (all genders) Data & Research - Frankfurt - Inklusiver Job   ,BNP Paribas Gruppe Deutschland,"Frankfurt am Main, Hessen",Confidential,"Werkstudent (all genders) Data & Research In Frankfurt suchen wir Dich als Werkstudent (all genders) Data & Research. BNP Paribas Real Estate - Wer wir sind: Als ein führender deutscher und internationaler Immobiliendienstleister bietet BNP Paribas Real Estate maßgeschneiderte Beratung im gesamten Immobilienzyklus. Mit 4.000 Mitarbeitenden weltweit, davon 700 Kolleg:innen an 11 Standorten in Deutschland, bilden wir ein starkes und interdisziplinäres Team. Im Property Management entwickeln unser…",2025-11-12T08:05:38Z,https://www.adzuna.de/details/5491574956?utm_medium=api&utm_source=df8f6824
Studentische Unterstützung als Data Analyst (m/w/d),ISR Information Products AG,"Frankfurt am Main, Hessen",Confidential,"Dein Team Nach deinem Start bei ISR lernst du peu à peu was es heißt, Kunden zu beraten und die beste Lösung für sie zu finden. Du lernst von erfahrenen Entwickler:innen und Berater:innen und wendest dein neu erlerntes Wissen direkt in echten Kundenprojekten an. Was du dafür benötigst? Eine eigenverantwortliche und strukturierte Arbeitsweise und jede Menge Lernbereitschaft. Was du erwarten kannst? Ein sympathisches Team, das gern zusammenarbeitet und bei dem Humor nie zu kurz kommt. Was dich er…",2025-07-09T14:23:05Z,https://www.adzuna.de/land/ad/5293589545?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=4AAFDC8ADCAAAC8C937B6831E3EEA2F0800209B1
Studentische Aushilfe als Data Analyst (m/w/d),ISR Information Products AG,"Frankfurt am Main, Hessen",Confidential,"Dein Team Nach deinem Start bei ISR lernst du peu à peu was es heißt, Kunden zu beraten und die beste Lösung für sie zu finden. Du lernst von erfahrenen Entwickler:innen und Berater:innen und wendest dein neu erlerntes Wissen direkt in echten Kundenprojekten an. Was du dafür benötigst? Eine eigenverantwortliche und strukturierte Arbeitsweise und jede Menge Lernbereitschaft. Was du erwarten kannst? Ein sympathisches Team, das gern zusammenarbeitet und bei dem Humor nie zu kurz kommt. Was dich er…",2025-07-09T14:23:05Z,https://www.adzuna.de/land/ad/5293589533?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=98A1106C3CD8DA9D19B3916167012CA3D6200F96
Wirtschaftsinformatiker als Master Data Manager (m/w/d),BRITA SE,"Taunusstein, Rheingau-Taunus-Kreis",Confidential,"Gestalte die Zukunft unserer Stammdaten – strategisch, konzeptionell, richtungsweisend. Material-Stammdaten sind das Rückgrat unserer Unternehmensprozesse – und du kannst maßgeblich mitgestalten, wie wir sie in Zukunft denken, strukturieren und nutzen. In dieser Position übernimmst du eine zentrale Rolle in der strategischen Weiterentwicklung unseres Master Data Managements. Du vertrittst die Interessen des Fachbereichs MDM in unternehmensweiten Projekten wie der SAP-Transformation und entwicke…",2025-11-11T16:46:55Z,https://www.adzuna.de/land/ad/5490888877?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=A4DB545B31F07BF212D356F04E2F8A0329299B34
Betriebswirt als Master Data Manager (m/w/d),BRITA SE,"Taunusstein, Rheingau-Taunus-Kreis",Confidential,"Gestalte die Zukunft unserer Stammdaten – strategisch, konzeptionell, richtungsweisend. Material-Stammdaten sind das Rückgrat unserer Unternehmensprozesse – und du kannst maßgeblich mitgestalten, wie wir sie in Zukunft denken, strukturieren und nutzen. In dieser Position übernimmst du eine zentrale Rolle in der strategischen Weiterentwicklung unseres Master Data Managements. Du vertrittst die Interessen des Fachbereichs MDM in unternehmensweiten Projekten wie der SAP-Transformation und entwicke…",2025-11-11T16:46:55Z,https://www.adzuna.de/land/ad/5490888881?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=4685F0F686801AB77F40554A61CE2899A2157625
Data Engineering & Analytics Intern,Chery Europe GmbH,Deutschland,Confidential,"Chery Automobile is a leading Chinese auto company and an international brand whose business covers more than 80 countries and regions. For our Engineering Center in Raunheim, near Frankfurt, we are looking for an Data Engineering & Analytics Intern (Battery Data Platform) We welcome you to join a growing team of extraordinarily talented and enthusiastic people, developing tailor-made cars for the European market. We want to work with a flexible and enthusiastic individual wo will be required t…",2025-11-16T06:12:42Z,https://www.adzuna.de/land/ad/5498814257?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=1600CA27F025DFCFEC9C023350ACEEB6C3F76044
Data Analytics Team Lead,Few&Far,"Bayern, Deutschland",Confidential,"The client can also offer sponsorship and relocation packages! Please note this role is based in Munich with 2 days in the office! Few&Far are partnered with one of the fastest-growing travel tech companies in Europe. They recently secured €100 million funding round, allowing them to improve all of their services and achieve their next milestones. They are looking for a Team Lead, Data Analytics to strengthen our Business Intelligence department. In this role, you’ll guide a talented team of fo…",2025-11-06T01:26:55Z,https://www.adzuna.de/land/ad/5482922765?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=BC58071FCAC9A32C52A671857D03F39E50C53E79
SAP Data Migration Consultant,Accenture DACH,Deutschland,Confidential,"Als Teil unseres Teams schaffst du Lösungen, die einen echten Mehrwert für unsere Kunden schaffen. Durch anwenderorientiertes Denken gestaltest du Technologien von morgen und beschleunigst den digitalen Wandel. *Please note the role is posted as remote; however, you need to be based in Germany, and be open to travel to the clients when required. Deine Mission Ob SAP Data Delivery oder SAP Data Management, ob Daten- oder Prozessmodellierung, ob Konsolidierung und Replikation mit mehreren SAP- od…",2025-10-05T11:02:05Z,https://www.adzuna.de/land/ad/5432523094?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=0CFCED1B47FAB1B53FE5300504BF9A7091BA934A
Product Data Specialist - Fruits (m/w/d),RAUCH Fruchtsäfte GmbH & Co OG,Deutschland,Confidential,"Bei RAUCH setzen wir unsere Vision um, bis 2035 weltweit die erste Wahl für nachhaltig erfolgreiche Getränkelösungen zu sein. Mit einer starken Marktposition gestalten wir die Getränkewelt als Familienunternehmen bereits seit 1919. Seit unserer Gründung ist Rankweil der Stammsitz von RAUCH. Am Anfang eine kleine Mosterei, heute der Arbeitsplatz von rund 600 Mitarbeitenden. Von unserer Unternehmenszentrale werden die Aktivitäten aller internationalen Gesellschaften von RAUCH begleitet. Und natür…",2025-11-07T21:03:09Z,https://www.adzuna.de/land/ad/5486067797?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=56BB8A6A96BC437CDE3B0CDC581A33E2DDACE430
Data & Evaluation Methods Expert,NTU International A/S,"Berlin, Deutschland",Confidential,"NTU International A/S is leading a consortium for the preparation of proposal for the EIB project: ESF ERDF EU wide market assessment studies for the 2028 Programming Period and is searching for non-key experts to support the core team during the implementation of this project. The overall objective of the project is building on the long-standing cooperation between the EC and EIB, and the vast experience accumulated in the context of fi-compass on the implementation of FIs, the present assignm…",2025-11-06T01:28:47Z,https://www.adzuna.de/land/ad/5482926285?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=B0F113B316DF91662A3E5807499F66123F65F36C
Data Analyst (all gender),ALTEN Germany,Deutschland,Confidential,Die ALTEN Consulting Services GmbH bietet mit über 20 Jahren Branchenerfahrung ihren namhaften Kunden aus Industrie und Wirtschaft hochspezialisierte Engineering- und IT-Dienstleistungen zur gemeinsamen Realisierung von branchen- und technologieübergreifenden Lösungen an. Make it happen DU analysierst Daten im Bereich Serienbetreuung Sensorik für Verbrennungskraftmaschinen wertest Messdaten aus unterschiedlichen Quellen aus und leitest geeignete Maßnahmen daraus ab führst Root Cause Analysen (R…,2025-08-20T11:24:00Z,https://www.adzuna.de/land/ad/5359954127?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=4163EB8BB3C5A9EDA857574C8D02F0E4C14564AD
Market Researcher for Designing Research Studies - Data Analysis & Reporting (f/m/d),E.ON SE,"Essen, Nordrhein-Westfalen",Confidential,"Your responsibilities Steer and manage external market research agencies in both quantitative and qualitative research, including managing procurement processes Designing research studies including research question/hypothesis development, questionnaire and interview guide design, psychometric data validation (reliability and validity statistics), data collection and cleaning, data analysis, report writing, and presenting of research findings Multinational stakeholder management and engagement,…",2025-11-07T12:41:38Z,https://www.adzuna.de/land/ad/5485142402?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=BE529C036A232DB6FDB9116E9F820837053BC422
Data Governance Architect (m/w/d),Liebherr-Werk Ehingen GmbH,"Ehingen (Donau), Alb-Donau-Kreis",Confidential,"Das sind Ihre AufgabenAufbau und Weiterentwicklung des Data-Governance-Rahmenwerks und Master Data Management im Einklang mit der Datenstrategie und der Konzern-IT-StrategieDefinition, Dokumentation und Einführung von Datenrichtlinien, Standards und ProzessenEtablierung und Koordination von Rollen im Datenmanagement (z. B. Data Owner, Data Steward)Sicherstellung von Datenqualität, Transparenz und Nachvollziehbarkeit über Systeme, Bereiche und Anwendungen hinwegDefinition und Überwachung von KPI…",2025-11-22T09:13:33Z,https://www.adzuna.de/land/ad/5508917288?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=88258215D81B4FC7C8988B2127136A556D40FBF3
Data & BI Specialist (m/w/d),Liebherr-Mischtechnik GmbH,"Bad Schussenried, Biberach (Kreis)",Confidential,Das sind Ihre AufgabenUmsetzung von Anforderungen aus den Fachabteilungen Aktive Weiterentwicklung und Umsetzung der BI-Strategie Anwendung von BI-Instrumenten zur Förderung des Geschäftserfolgs Zusammenarbeit mit Fach- und IT-Abteilungen im internationalen Firmenverbund Beratung der Fachbereiche zu Datenanalyse und Reporting Unterstützung bei der strategischen Ausrichtung der BI-Landschaft (Vorschlag) Identifikation neuer Analysebedarfe und Reportinganforderungen Entwicklung und Pflege von Das…,2025-11-22T09:13:32Z,https://www.adzuna.de/land/ad/5508917283?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=54208C58592971D979A0570512BBF0BC293CD368
Informatiker als Trainee Data Scientist - Konzeption und Realisierung / Azure Cloud (m/w/d),ISR Information Products AG,"Hamburg, Deutschland",Confidential,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-08-27T20:30:48Z,https://www.adzuna.de/land/ad/5370498201?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=962B7F4D0F96FF4D8DD0A15DA0DE449913B4E987
Bachelor of Science (m/w/d) in Data Science & Künstliche Intelligenz,Porsche Leipzig GmbH,"Zentrum, Leipzig",Confidential,"UnternehmensprofilKennziffer: J000017808Einstiegsart:Duales StudiumEinsatzort: LeipzigGesellschaft: Porsche Leipzig GmbHIm Jahr 2000 hat Porsche in Leipzig eine zweite Heimat gefunden. Seitdem ist das Werk kontinuierlich gewachsen. 2024 wurde die inzwischen fünfte Werkserweiterung und damit der Ausbau zum Kompetenzstandort für Elektromobilität erfolgreich abgeschlossen. Zudem startete der Anlauf des neuen vollelektrischen Macan. Der Standort ist fortan in der Lage, innerhalb der bestehenden Fer…",2025-11-21T13:24:36Z,https://www.adzuna.de/land/ad/5507419948?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=440EE4A2C6BADD286A0516EBE1529F546FB0F69B
Data Scientist als Product Owner für Weiterentwicklung BI- & AI-Plattform (m|w|d),envia Mitteldeutsche Energie AG,"Chemnitz, Chemnitz (Kreis)",Confidential,"Du willst die Energiewende aktiv mitgestalten? Dann bist du bei uns genau richtig! enviaM ist der führende regionale Energiedienstleister in Ostdeutschland. Wir gestalten aktiv die Energiezukunft und treiben täglich die Energiewende durch moderne Lösungen in der Energieerzeugung und -Verteilung an! Du auch? Du hast Lust, die digitale Zukunft der Energieversorgung mitzugestalten und dabei Teil eines innovativen, modernen und internationalen Projektteams zu sein? Dann suchen wir genau Dich! Gemei…",2025-10-20T19:11:10Z,https://www.adzuna.de/land/ad/5456462217?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=65CE42EEF613176184913F8A492A2094736D4D39
Data Scientist als Product Owner für Weiterentwicklung BI- & AI-Plattform (m|w|d),envia Mitteldeutsche Energie AG,"Markkleeberg, Leipzig (Kreis)",Confidential,"Du willst die Energiewende aktiv mitgestalten? Dann bist du bei uns genau richtig! enviaM ist der führende regionale Energiedienstleister in Ostdeutschland. Wir gestalten aktiv die Energiezukunft und treiben täglich die Energiewende durch moderne Lösungen in der Energieerzeugung und -Verteilung an! Du auch? Du hast Lust, die digitale Zukunft der Energieversorgung mitzugestalten und dabei Teil eines innovativen, modernen und internationalen Projektteams zu sein? Dann suchen wir genau Dich! Gemei…",2025-10-20T19:11:10Z,https://www.adzuna.de/land/ad/5456462225?se=lI5T7qjI8BGwB5FR_YPEZA&utm_medium=api&utm_source=df8f6824&v=A3184E0B04F4EBC8027E74507BFA309CD41EBE4E
